valueset_pk,language_pk,parameter_pk,parameter_name,parameter_description,type_pk,variety_type,abbr,language_name,value_pk,domainelement_pk,attestation
16287,7,221,Other adverbs have the same form as adjectives,Come quick!,1,L1t,SW,English dialects in the Southwest of England,16287,1321,A
16288,8,221,Other adverbs have the same form as adjectives,Come quick!,1,L1t,EA,East Anglian English,16288,1321,A
16289,9,221,Other adverbs have the same form as adjectives,Come quick!,1,L1t,SE,English dialects in the Southeast of England,16289,1321,A
16293,13,221,Other adverbs have the same form as adjectives,Come quick!,1,L1t,NfldE,Newfoundland English,16293,1321,A
16298,18,221,Other adverbs have the same form as adjectives,Come quick!,1,L1t,OzE,Ozark English,16298,1321,A
16299,19,221,Other adverbs have the same form as adjectives,Come quick!,1,L1t,AppE,Appalachian English,16299,1321,A
16300,20,221,Other adverbs have the same form as adjectives,Come quick!,1,L1t,SEAmE,Southeast American enclave dialects,16300,1321,A
16303,23,221,Other adverbs have the same form as adjectives,Come quick!,2,L1c,BahE,Bahamian English,16303,1321,A
16321,41,221,Other adverbs have the same form as adjectives,Come quick!,3,L2,NigE,Nigerian English,16321,1321,A
16323,43,221,Other adverbs have the same form as adjectives,Come quick!,3,L2,CamE,Cameroon English,16323,1321,A
16328,48,221,Other adverbs have the same form as adjectives,Come quick!,2,L1c,WhZimE,White Zimbabwean English,16328,1321,A
16330,50,221,Other adverbs have the same form as adjectives,Come quick!,3,L2,InSAfE,Indian South African English,16330,1321,A
16331,51,221,Other adverbs have the same form as adjectives,Come quick!,2,L1c,WhSAfE,White South African English,16331,1321,A
16338,58,221,Other adverbs have the same form as adjectives,Come quick!,3,L2,MalE,Malaysian English,16338,1321,A
16339,59,221,Other adverbs have the same form as adjectives,Come quick!,2,L1c,AusE,Australian English,16339,1321,A
16340,60,221,Other adverbs have the same form as adjectives,Come quick!,2,L1c,AusVE,Australian Vernacular English,16340,1321,A
16341,61,221,Other adverbs have the same form as adjectives,Come quick!,2,L1c,AborE,Aboriginal English,16341,1321,A
16344,64,221,Other adverbs have the same form as adjectives,Come quick!,2,L1c,NZE,New Zealand English,16344,1321,A
16348,68,221,Other adverbs have the same form as adjectives,Come quick!,3,L2,CollFijiE,Pure Fiji English (basilectal FijiE),16348,1321,A
16355,1,222,Too; too much; very much ‘very’ as qualifier,It is too difficult ‘…very difficult’;  i sofa tuu motch ‘(s)he was suffering very much’,1,L1t,O&SE,Orkney and Shetland English,16355,1330,D
16356,2,222,Too; too much; very much ‘very’ as qualifier,It is too difficult ‘…very difficult’;  i sofa tuu motch ‘(s)he was suffering very much’,1,L1t,ScE,Scottish English,16356,1330,D
16358,4,222,Too; too much; very much ‘very’ as qualifier,It is too difficult ‘…very difficult’;  i sofa tuu motch ‘(s)he was suffering very much’,2,L1c,ManxE,Manx English,16358,1330,D
16359,5,222,Too; too much; very much ‘very’ as qualifier,It is too difficult ‘…very difficult’;  i sofa tuu motch ‘(s)he was suffering very much’,2,L1c,WelE,Welsh English,16359,1330,D
16360,6,222,Too; too much; very much ‘very’ as qualifier,It is too difficult ‘…very difficult’;  i sofa tuu motch ‘(s)he was suffering very much’,1,L1t,North,English dialects in the North of England,16360,1330,D
16362,8,222,Too; too much; very much ‘very’ as qualifier,It is too difficult ‘…very difficult’;  i sofa tuu motch ‘(s)he was suffering very much’,1,L1t,EA,East Anglian English,16362,1330,D
16363,9,222,Too; too much; very much ‘very’ as qualifier,It is too difficult ‘…very difficult’;  i sofa tuu motch ‘(s)he was suffering very much’,1,L1t,SE,English dialects in the Southeast of England,16363,1330,D
16364,10,222,Too; too much; very much ‘very’ as qualifier,It is too difficult ‘…very difficult’;  i sofa tuu motch ‘(s)he was suffering very much’,2,L1c,ChIsE,Channel Islands English,16364,1330,D
16366,12,222,Too; too much; very much ‘very’ as qualifier,It is too difficult ‘…very difficult’;  i sofa tuu motch ‘(s)he was suffering very much’,2,L1c,MaltE,Maltese English,16366,1330,D
16371,17,222,Too; too much; very much ‘very’ as qualifier,It is too difficult ‘…very difficult’;  i sofa tuu motch ‘(s)he was suffering very much’,2,L1c,EAAVE,Earlier African American Vernacular English,16371,1330,D
16373,19,222,Too; too much; very much ‘very’ as qualifier,It is too difficult ‘…very difficult’;  i sofa tuu motch ‘(s)he was suffering very much’,1,L1t,AppE,Appalachian English,16373,1330,D
16380,26,222,Too; too much; very much ‘very’ as qualifier,It is too difficult ‘…very difficult’;  i sofa tuu motch ‘(s)he was suffering very much’,3,L2,JamE,Jamaican English,16380,1330,D
16405,51,222,Too; too much; very much ‘very’ as qualifier,It is too difficult ‘…very difficult’;  i sofa tuu motch ‘(s)he was suffering very much’,2,L1c,WhSAfE,White South African English,16405,1330,D
16411,57,222,Too; too much; very much ‘very’ as qualifier,It is too difficult ‘…very difficult’;  i sofa tuu motch ‘(s)he was suffering very much’,2,L1c,CollSgE,Colloquial Singapore English (Singlish),16411,1330,D
16426,72,222,Too; too much; very much ‘very’ as qualifier,It is too difficult ‘…very difficult’;  i sofa tuu motch ‘(s)he was suffering very much’,2,L1c,FlkE,Falkland Islands English,16426,1330,D
17847,76,222,Too; too much; very much ‘very’ as qualifier,It is too difficult ‘…very difficult’;  i sofa tuu motch ‘(s)he was suffering very much’,3,L2,CFE,Cape Flats English,17847,1330,D
16429,1,223,Other options for clefting than StE,It’s looking for more land a lot of them are; They ride bikes is what I see them do,1,L1t,O&SE,Orkney and Shetland English,16429,1336,D
16430,2,223,Other options for clefting than StE,It’s looking for more land a lot of them are; They ride bikes is what I see them do,1,L1t,ScE,Scottish English,16430,1336,D
16436,8,223,Other options for clefting than StE,It’s looking for more land a lot of them are; They ride bikes is what I see them do,1,L1t,EA,East Anglian English,16436,1336,D
16437,9,223,Other options for clefting than StE,It’s looking for more land a lot of them are; They ride bikes is what I see them do,1,L1t,SE,English dialects in the Southeast of England,16437,1336,D
16438,10,223,Other options for clefting than StE,It’s looking for more land a lot of them are; They ride bikes is what I see them do,2,L1c,ChIsE,Channel Islands English,16438,1336,D
16446,18,223,Other options for clefting than StE,It’s looking for more land a lot of them are; They ride bikes is what I see them do,1,L1t,OzE,Ozark English,16446,1336,D
16451,23,223,Other options for clefting than StE,It’s looking for more land a lot of them are; They ride bikes is what I see them do,2,L1c,BahE,Bahamian English,16451,1336,D
16465,37,223,Other options for clefting than StE,It’s looking for more land a lot of them are; They ride bikes is what I see them do,2,L1c,LibSE,Liberian Settler English,16465,1336,D
16467,39,223,Other options for clefting than StE,It’s looking for more land a lot of them are; They ride bikes is what I see them do,3,L2,GhE,Ghanaian English,16467,1336,D
16469,41,223,Other options for clefting than StE,It’s looking for more land a lot of them are; They ride bikes is what I see them do,3,L2,NigE,Nigerian English,16469,1336,D
16471,43,223,Other options for clefting than StE,It’s looking for more land a lot of them are; They ride bikes is what I see them do,3,L2,CamE,Cameroon English,16471,1336,D
16474,46,223,Other options for clefting than StE,It’s looking for more land a lot of them are; They ride bikes is what I see them do,3,L2,KenE,Kenyan English,16474,1336,D
16475,47,223,Other options for clefting than StE,It’s looking for more land a lot of them are; They ride bikes is what I see them do,3,L2,UgE,Ugandan English,16475,1336,D
16476,48,223,Other options for clefting than StE,It’s looking for more land a lot of them are; They ride bikes is what I see them do,2,L1c,WhZimE,White Zimbabwean English,16476,1336,D
16477,49,223,Other options for clefting than StE,It’s looking for more land a lot of them are; They ride bikes is what I see them do,3,L2,BlSAfE,Black South African English,16477,1336,D
16478,50,223,Other options for clefting than StE,It’s looking for more land a lot of them are; They ride bikes is what I see them do,3,L2,InSAfE,Indian South African English,16478,1336,D
16479,51,223,Other options for clefting than StE,It’s looking for more land a lot of them are; They ride bikes is what I see them do,2,L1c,WhSAfE,White South African English,16479,1336,D
16480,52,223,Other options for clefting than StE,It’s looking for more land a lot of them are; They ride bikes is what I see them do,3,L2,IndE,Indian English,16480,1336,D
16481,53,223,Other options for clefting than StE,It’s looking for more land a lot of them are; They ride bikes is what I see them do,3,L2,PakE,Pakistani English,16481,1336,D
16483,55,223,Other options for clefting than StE,It’s looking for more land a lot of them are; They ride bikes is what I see them do,3,L2,SLkE,Sri Lankan English,16483,1336,D
16485,57,223,Other options for clefting than StE,It’s looking for more land a lot of them are; They ride bikes is what I see them do,2,L1c,CollSgE,Colloquial Singapore English (Singlish),16485,1336,D
16486,58,223,Other options for clefting than StE,It’s looking for more land a lot of them are; They ride bikes is what I see them do,3,L2,MalE,Malaysian English,16486,1336,D
16489,61,223,Other options for clefting than StE,It’s looking for more land a lot of them are; They ride bikes is what I see them do,2,L1c,AborE,Aboriginal English,16489,1336,D
16496,68,223,Other options for clefting than StE,It’s looking for more land a lot of them are; They ride bikes is what I see them do,3,L2,CollFijiE,Pure Fiji English (basilectal FijiE),16496,1336,D
16500,72,223,Other options for clefting than StE,It’s looking for more land a lot of them are; They ride bikes is what I see them do,2,L1c,FlkE,Falkland Islands English,16500,1336,D
16501,73,223,Other options for clefting than StE,It’s looking for more land a lot of them are; They ride bikes is what I see them do,2,L1c,StHE,St. Helena English,16501,1336,D
16502,74,223,Other options for clefting than StE,It’s looking for more land a lot of them are; They ride bikes is what I see them do,2,L1c,TdCE,Tristan da Cunha English,16502,1336,D
17613,75,223,Other options for clefting than StE,It’s looking for more land a lot of them are; They ride bikes is what I see them do,2,L1c,PhilE,Philippine English,17613,1336,D
17848,76,223,Other options for clefting than StE,It’s looking for more land a lot of them are; They ride bikes is what I see them do,3,L2,CFE,Cape Flats English,17848,1336,D
16503,1,224,Other possibilities for fronting than StE,To my sister sometime I speak English.,1,L1t,O&SE,Orkney and Shetland English,16503,1342,D
16504,2,224,Other possibilities for fronting than StE,To my sister sometime I speak English.,1,L1t,ScE,Scottish English,16504,1342,D
16506,4,224,Other possibilities for fronting than StE,To my sister sometime I speak English.,2,L1c,ManxE,Manx English,16506,1342,D
16508,6,224,Other possibilities for fronting than StE,To my sister sometime I speak English.,1,L1t,North,English dialects in the North of England,16508,1342,D
16510,8,224,Other possibilities for fronting than StE,To my sister sometime I speak English.,1,L1t,EA,East Anglian English,16510,1342,D
16511,9,224,Other possibilities for fronting than StE,To my sister sometime I speak English.,1,L1t,SE,English dialects in the Southeast of England,16511,1342,D
16512,10,224,Other possibilities for fronting than StE,To my sister sometime I speak English.,2,L1c,ChIsE,Channel Islands English,16512,1342,D
16517,15,224,Other possibilities for fronting than StE,To my sister sometime I speak English.,2,L1c,UAAVE,Urban African American Vernacular English,16517,1342,D
16522,20,224,Other possibilities for fronting than StE,To my sister sometime I speak English.,1,L1t,SEAmE,Southeast American enclave dialects,16522,1342,D
16525,23,224,Other possibilities for fronting than StE,To my sister sometime I speak English.,2,L1c,BahE,Bahamian English,16525,1342,D
16543,41,224,Other possibilities for fronting than StE,To my sister sometime I speak English.,3,L2,NigE,Nigerian English,16543,1342,D
16545,43,224,Other possibilities for fronting than StE,To my sister sometime I speak English.,3,L2,CamE,Cameroon English,16545,1342,D
16550,48,224,Other possibilities for fronting than StE,To my sister sometime I speak English.,2,L1c,WhZimE,White Zimbabwean English,16550,1342,D
16553,51,224,Other possibilities for fronting than StE,To my sister sometime I speak English.,2,L1c,WhSAfE,White South African English,16553,1342,D
16557,55,224,Other possibilities for fronting than StE,To my sister sometime I speak English.,3,L2,SLkE,Sri Lankan English,16557,1342,D
16559,57,224,Other possibilities for fronting than StE,To my sister sometime I speak English.,2,L1c,CollSgE,Colloquial Singapore English (Singlish),16559,1342,D
16561,59,224,Other possibilities for fronting than StE,To my sister sometime I speak English.,2,L1c,AusE,Australian English,16561,1342,D
16563,61,224,Other possibilities for fronting than StE,To my sister sometime I speak English.,2,L1c,AborE,Aboriginal English,16563,1342,D
